tweet,actual,predicted
Janitor sneak aggravation spire sunneme aayahe Rahul dapli twelve and slumber strain devoid,0,"(('__label__NEGATIVE,the',), array([0.03293082]))"
tera father darrpok mat lyric faggot product some Honor Your for,0,"(('__label__NEGATIVE,abe',), array([0.25156412]))"
omnibus who more idiot Your thinking also other sakti someone clothes judge do shame eat sir,0,"(('__label__NEGATIVE,abe',), array([0.08881942]))"
whole lota love led zep gate going every time,2,"(('__label__POSITIVE,brother',), array([0.05036066]))"
your signal thank eat for visiting your fancafe little thing sacking brings great happiness your fans have,2,"(('__label__POSITIVE,hahaha',), array([0.08543024]))"
BJP Hail tired and Will remain election also BJP Will win eat them improved,2,"(('__label__NEUTRAL,any',), array([0.02235772]))"
england how world cup,2,"(('__label__NEUTRAL,and',), array([0.4281764]))"
Hhhhh fuck someone salig lucas doh established injury time,1,"(('__label__NEUTRAL,status',), array([0.00661452]))"
sacrificed lot for thirty happy just normal lad from liverpool dream signal come true,1,"(('__label__POSITIVE,really',), array([0.01196444]))"
good afternoon sir here the colony madhavaram town kukatpally hyd type the school opening sixth june pls note sir,1,"(('__label__POSITIVE,the',), array([0.02946285]))"
looking Downcast the wretched tweets about Peke batting Downcast then tum log unfailing are such Peke team lion,1,"(('__label__NEUTRAL,not',), array([0.04883962]))"
sneak drug bolkay funding Will take read will eat and drug australia Tue. streak four din Indus main,0,"(('__label__NEGATIVE,sneak',), array([0.10651045]))"
eat are brave the,2,"(('__label__POSITIVE,eat',), array([0.25610006]))"
monday marketing eid wom swell hua then skti role Martyr sir,2,"(('__label__POSITIVE,the',), array([0.03273179]))"
have use ram omnibus and this log lyric hindu terrorist other can saffron,0,"(('__label__NEGATIVE,what',), array([0.05006463]))"
stinking institute Manimajra Chandigarh best place for learning free computer courses under pmkvy stellar minister facility,1,"(('__label__NEUTRAL,good',), array([0.03550214]))"
fuck off penally other thii sport,0,"(('__label__NEGATIVE,have',), array([0.05593203]))"
Sure sri actually bar air musket mari I,0,"(('__label__NEUTRAL,brother',), array([0.03694437]))"
well years BJP government thirty yesterday uncork Gives,1,"(('__label__NEUTRAL,lol',), array([0.02947111]))"
you words ever abusive other have,1,"(('__label__NEUTRAL,sir',), array([0.2581338]))"
underway sri ram jay hanuman underway sri krishna underway sri ram how jaws tier Will do harem,1,"(('__label__NEUTRAL,underway',), array([0.14119196]))"
ha abe have other hers number plate lol precinct have game theft,1,"(('__label__NEUTRAL,words',), array([0.03058908]))"
liberty liberty flame ticket power have hindustan semi-dick conversancy gandhi freedom speech story conversancy,0,"(('__label__NEGATIVE,fucker',), array([0.06079993]))"
tum log Non-paid iqtadar up chuky hither sneak,1,"(('__label__NEGATIVE,abey',), array([0.02611522]))"
wish similar relationship fir accompaniment also ban I comedy world your Will go,2,"(('__label__POSITIVE,modi',), array([0.15436117]))"
your Status you this trailer visualise the permission other Gives watch the new trailer video from article,1,"(('__label__POSITIVE,sir',), array([0.02480723]))"
sun ghee your faadunga vowel vowel have someone muslim your mei Entered the,0,"(('__label__NEUTRAL,eat',), array([0.03710878]))"
gandhi people Other than party president eat other Are made its unerring answer Gave,1,"(('__label__NEGATIVE,congress',), array([0.08426534]))"
good hrs overtake my youngness speed my naked the risky boy,1,"(('__label__POSITIVE,all',), array([0.07246318]))"
hope will come soon wish good for your healthe lov sir one day look cycle,2,"(('__label__POSITIVE,uncle',), array([0.05564266]))"
you khan market gang target took have your iss statement after,1,"(('__label__NEGATIVE,brother',), array([0.02929892]))"
for sale owner split level home great neighborhood all appliances deck acre property low,2,"(('__label__POSITIVE,good',), array([0.06297639]))"
brother sob mortal hello bonfire somoy mortal change wing nymph you many wise dance tax,1,"(('__label__POSITIVE,brother',), array([0.11150423]))"
sahib jab other thay tanqeed do thay this married team other have sub relo katto exist,0,"(('__label__NEUTRAL,brother',), array([0.06322443]))"
muslim gar mother Born hone muslim Be made have straightforward muslim other qura,1,"(('__label__NEGATIVE,hindu',), array([0.21129899]))"
congress government any joke what their government also and bolt also Hours I also any words,2,"(('__label__NEUTRAL,bjp',), array([0.26758385]))"
zulu skywalker great choice,1,"(('__label__POSITIVE,have',), array([0.01052795]))"
my words other stylus our congress love up-market fat optic band done tyranny To suffer bird,0,"(('__label__NEGATIVE,sir',), array([0.01915545]))"
how fucker log have temple actually semi-dick also other have but unemployment rate by temple recollection night have,1,"(('__label__NEGATIVE,bjp',), array([0.02548701]))"
fall garrywalia brother my bharat mahan bharat underway and mum,1,"(('__label__POSITIVE,india',), array([0.07816417]))"
price hike hone public any problem other spire india total problem solve understand,1,"(('__label__NEUTRAL,agar',), array([0.01071283]))"
some recollection ayah,1,"(('__label__NEUTRAL,eat',), array([0.2212123]))"
tall civil within toe you pass ortho treatment also other have,0,"(('__label__NEGATIVE,sir',), array([0.08256793]))"
being blocked your children din I,1,"(('__label__POSITIVE,your',), array([0.29592028]))"
fucker acquisition where Kerr ayah have jab Look allegation Does Lasts have for self,0,"(('__label__NEGATIVE,tum',), array([0.05451071]))"
one more thing think before eat talk becoz tenants have pay rent and you sub,1,"(('__label__NEUTRAL,i',), array([0.03469175]))"
thank eat for the acknowledgement nakakatuwa bow lnk,2,"(('__label__POSITIVE,thank',), array([0.26104197]))"
filters Sitam some iss tax have wit other power visage smile have filter selection,2,"(('__label__NEGATIVE,are',), array([0.01977682]))"
status eat want hindi for uneducated people nice having conversation with eat bro,1,"(('__label__POSITIVE,very',), array([0.10858814]))"
video love affair with life sade,2,"(('__label__POSITIVE,the',), array([0.04667413]))"
sobrang advantage ring separated siguro this ako both mga bata how hello karamihan kanila ang weight weight,1,"(('__label__POSITIVE,thirty',), array([0.0046811]))"
words within any question other have Hyderabad other so many muslim boy lake have threat,0,"(('__label__NEGATIVE,sir',), array([0.03885165]))"
eid mubarak hadiya trabaho vlogs,1,"(('__label__POSITIVE,last',), array([0.03291603]))"
agar hindu mind rig done tho Judgment Will try please support the demand for declaring india,0,"(('__label__NEUTRAL,status',), array([0.0226461]))"
love see the happiness old face the so merriment each dae,2,"(('__label__POSITIVE,love',), array([0.30808854]))"
tum Alone other listen subscription See have lot ppl watches shout,1,"(('__label__NEUTRAL,eat',), array([0.01208119]))"
Honorable Mr. Modi rollicking focal Minister heart bharat representative feasible par Hearty Good luck,2,"(('__label__POSITIVE,modi',), array([0.04189285]))"
survive exam wise other hua Everyone fake representation whoremaster Gave and everyone admit card Gone hope,0,"(('__label__NEGATIVE,so',), array([0.01437137]))"
And weep band tax who any other hone flame today public Brainy wad agar public Wisdom,1,"(('__label__NEGATIVE,rahul',), array([0.01463007]))"
but dear window why state hold have,1,"(('__label__POSITIVE,bharat',), array([0.0588857]))"
qaqi acquisition cup louse classic young nexplay hahaha uncle solidmb,1,"(('__label__POSITIVE,hahaha',), array([0.00273571]))"
amazing detail tesla mri the brain for all eat neuro geeks out there,1,"(('__label__POSITIVE,love',), array([0.04360718]))"
ouhh pleasesuch bullshit statement perfect thirty ministry just example meritocracy,1,"(('__label__POSITIVE,congratulations',), array([0.02024489]))"
underway hind sir sir hame sir you sureness sir you state system applicable Can,2,"(('__label__POSITIVE,congratulations',), array([0.91301274]))"
us state natural hero manniy Hearty greeting your you more mother signal,2,"(('__label__POSITIVE,congratulations',), array([0.90603948]))"
then also govt iss years pay spending million waiter Gave stale waqaton All spending,1,"(('__label__NEUTRAL,the',), array([0.04571483]))"
other matter other tired hither seat available other,1,"(('__label__NEUTRAL,hello',), array([0.02208512]))"
you personnel Selfless have but you many bade selfish personnel party for,0,"(('__label__POSITIVE,sir',), array([0.15155195]))"
election from all bari particularity yahi hold winning the same Whosoever Mr. Modi boy but question other Pick up,1,"(('__label__NEUTRAL,modi',), array([0.11104392]))"
tum vote our experience Giving Listen mother vote our experience both,1,"(('__label__NEUTRAL,brother',), array([0.04616812]))"
mole member what donkey have yesterday publish sikh bad conversancy dole Spy pelwa,0,"(('__label__NEGATIVE,fucker',), array([0.03481545]))"
slip books scrh apple lnk stethoscope miss ako char ahahaha ggood luck college ingat alwaysssss,2,"(('__label__POSITIVE,many',), array([0.00335503]))"
seamus sage woo lnk happy endings always good,2,"(('__label__POSITIVE,very',), array([0.02933632]))"
man Little Crocodile Little bad lehaz turn fantasm hers optic fuck wash roab turn fantasm ticker palm,2,"(('__label__NEGATIVE,sisters',), array([0.01033622]))"
hahaha look who saying thirty you family each govt segmentation hold generation fishing have phi,1,"(('__label__NEGATIVE,eat',), array([0.04468126]))"
oooyyee sun tune story,1,"(('__label__NEGATIVE,you',), array([0.00879966]))"
akatowari carbonada menos shit mis hijos les gusta Iran in jajajajajaja,1,"(('__label__NEUTRAL,eat',), array([0.01158149]))"
you speedily wholeness want do exist sir eat are great india,2,"(('__label__POSITIVE,sir',), array([0.58212489]))"
Modi iss state Take out Status have exhaust,0,"(('__label__NEGATIVE,other',), array([0.02966791]))"
late transport swell wish eat all the best your ahead thinking fir baa,2,"(('__label__POSITIVE,hope',), array([0.10338733]))"
status reply ticker up tax Gave our happy,2,"(('__label__POSITIVE,sir',), array([0.16649257]))"
captain very merriment bonfire mine koumi Identification life gar karty bonfire lebass mei malboos,2,"(('__label__NEGATIVE,congress',), array([0.00688705]))"
hahahahahahahah slaughter how follow actually nakog followers relationship sorry jelai hahahahahahahahahahahhahahahahah labyu zel,1,"(('__label__NEUTRAL,hehehe',), array([0.06988451]))"
rahulgandhi have wrongfulness congress pussy manner streak have Pappu score tum log,0,"(('__label__NEGATIVE,fucker',), array([0.09952083]))"
Kaviraj Poltics I the fuck Kejrival Disinterested Do it his August election ladiye,1,"(('__label__NEGATIVE,status',), array([0.00743183]))"
working photo branch have armistice accompaniment,1,"(('__label__NEUTRAL,sir',), array([0.02345992]))"
hope for the best bata kayo para magligawan crush crush muna hahahahahaha Love bothhhh,1,"(('__label__POSITIVE,all',), array([0.0576637]))"
nigger then you log freedom prayer are the due tipple have due take sarfaraz our,1,"(('__label__NEGATIVE,some',), array([0.05336641]))"
admittedly app time you comment doing hun Your transmission Bhatt sensible have app Bhatt cute,2,"(('__label__POSITIVE,brother',), array([0.02137543]))"
rural Friends devil sniffle score mother deactivate doing mother mat commission him,0,"(('__label__NEGATIVE,tum',), array([0.1069419]))"
woods size such cute song,2,"(('__label__POSITIVE,thirty',), array([0.37098667]))"
are eat fucker status saying something sacking shameful,0,"(('__label__NEGATIVE,eat',), array([0.51945817]))"
thirty video made day moving Adam kiliiar have,1,"(('__label__NEUTRAL,modi',), array([0.04117247]))"
why even listed to don,1,"(('__label__NEGATIVE,have',), array([0.04499678]))"
sir congress rule within surgical strike secretive thidefence timber also other address in and pakistan also other,1,"(('__label__NEGATIVE,sir',), array([0.03288962]))"
livelong livelong meme material have The boy days for birthday,1,"(('__label__POSITIVE,happy',), array([0.89160603]))"
opposition Paris iss sympathy mother sup kiu have sarko then fight kiu other tax devoid,1,"(('__label__NEGATIVE,congress',), array([0.0242618]))"
damn sure this opposition Friends Actions have elected government notorious score for,0,"(('__label__NEUTRAL,this',), array([0.04122364]))"
manniy Narendra Modi party winning Hearty Good luck,2,"(('__label__POSITIVE,modi',), array([0.15785676]))"
special rescue team setup horn insan title shah torment,2,"(('__label__NEUTRAL,best',), array([0.08656014]))"
thirty not new bonfire aas adjacent sister kidnap bastion tired Inlogo saw the,0,"(('__label__NEUTRAL,well',), array([0.03060785]))"
Gautama you very ache unwashed total insan have mother you like also very Does par you through,2,"(('__label__NEUTRAL,sir',), array([0.57881951]))"
Narendra modee great world leader happy second you Preminister radhakrushna ranpise national president all,2,"(('__label__POSITIVE,respected',), array([0.03792721]))"
lion not your true bestie eat guys exchange screenshots saying takings what Write,1,"(('__label__NEUTRAL,love',), array([0.0651646]))"
good goddess I throw please your moccasin chatne,0,"(('__label__NEUTRAL,ha',), array([0.01645462]))"
air workings side effect,1,"(('__label__NEUTRAL,sir',), array([0.22404598]))"
acrobatic tax winning have you also luck try Do it and compete with friends,1,"(('__label__NEUTRAL,modi',), array([0.05846382]))"
omg can just say winning net are just love put auntie favorite slow such fucker pie laddoo,2,"(('__label__NEGATIVE,rahulgandhi',), array([0.02512346]))"
congressi gismo pipe are the inch bluff Look what state Gone seats also other mill,0,"(('__label__NEGATIVE,you',), array([0.06685155]))"
shame orang stimulation lesson top lyric feel applicable dengar lirik dia meremang guys sacking moment account finally,1,"(('__label__POSITIVE,thirty',), array([0.03162314]))"
Sure other appreciate To do lyric Can have,1,"(('__label__NEGATIVE,my',), array([0.02296863]))"
mum banerjee Will regret them through hone flame hindu Anti terorist Litigants backup and hindu acculturation of,2,"(('__label__NEGATIVE,fir',), array([0.01818861]))"
world some ache log hotey exist yon burey log also hotey exist some logo their ship Mehfooz,1,"(('__label__NEUTRAL,so',), array([0.05792114]))"
aww lion looks happy heart,2,"(('__label__NEUTRAL,wish',), array([0.13988829]))"
home minister ban bad the game amit shah Awe pakistan,1,"(('__label__NEUTRAL,dear',), array([0.08175192]))"
sir love eat but want see your child film Dabangg within streak what part bodygua,1,"(('__label__POSITIVE,dear',), array([0.07224725]))"
Dehradun have Uttarakhand how thinking leke Agye saudi arebia,1,"(('__label__NEUTRAL,words',), array([0.00441249]))"
thank eat for such awesome interview thank eat lnk lnk,1,"(('__label__POSITIVE,gabrielpicolo',), array([0.04813252]))"
sir all the best duty all DevilsDevilsSecurity drohis lootersbreakers india anti india anti muslim,0,"(('__label__POSITIVE,all',), array([0.05074131]))"
donkey have agar you data consumption current any issue have then kindly their number Do it,1,"(('__label__NEUTRAL,what',), array([0.02448258]))"
peaceforchange any action their police mar yarn lye reh Gone,0,"(('__label__NEGATIVE,jab',), array([0.00751046]))"
so playfellow but any Can i other transactional friendship damn think just Cam with something,2,"(('__label__NEUTRAL,hahahaha',), array([0.01897289]))"
asked the cast some streak question answer slow have truly answer all streak questions like true streak,2,"(('__label__NEUTRAL,thirty',), array([0.10785832]))"
smack tired have nothing great honestly occupation really excited during the first then petered out,0,"(('__label__POSITIVE,the',), array([0.2676827]))"
can,2,"(('__label__NEUTRAL,zets',), array([0.31669986]))"
dunno why cops not arresting such people,1,"(('__label__NEGATIVE,not',), array([0.04011072]))"
today political man and principle trip Kerr state ass mahhol Insert sortie tax devoid have each,0,"(('__label__NEUTRAL,the',), array([0.02203961]))"
,1,"(('__label__NEUTRAL,',), array([0.45901066]))"
mam for logo state rich Need have your pass much conversancy also have I vine have you des,2,"(('__label__NEGATIVE,abe',), array([0.05882516]))"
Rahul gandhi and their congress Modi abuse done Say exist my love have the on logo,1,"(('__label__NEUTRAL,hindu',), array([0.07321893]))"
happy weekend rectangle up stay unfailingly,0,"(('__label__POSITIVE,very',), array([0.39950961]))"
fine hum ticker Had temperance fine the oscar nominated movie,2,"(('__label__NEUTRAL,good',), array([0.0450798]))"
