tweet,actual,predicted
dear standard don insult Modi thirty wrong data what kami Rakhi have They you Palne of fantasy Please Keep,1,"(('__label__NEUTRAL',), array([0.47004926]))"
lentil lentil lafafa leta main app tweets Beat my words other sun pakistan,0,"(('__label__NEGATIVE',), array([0.51168597]))"
cute sweet lovely pretty beauty queen hope din us for merriment,2,"(('__label__POSITIVE',), array([0.8944841]))"
south africa bowling india accompaniment Will run what,1,"(('__label__NEUTRAL',), array([0.46076313]))"
sir you throw ketchup their election Modi jig ram brother sky sat,1,"(('__label__NEUTRAL',), array([0.42862955]))"
underway sri ram parents are big fan yours since because puff,1,"(('__label__POSITIVE',), array([0.56399381]))"
live urdu delivered the head ahmadiyya muslim community India Mirza lentil ahmad,1,"(('__label__NEUTRAL',), array([0.44181627]))"
sir world cup middle order batting To do chance abut time yours experience and feeling what tired,1,"(('__label__NEUTRAL',), array([0.62983841]))"
you sir gandhi people par who lyric and BJP mother what people other have their for who other lyric what,1,"(('__label__NEUTRAL',), array([0.48975819]))"
mind them dear but eat fine fall,1,"(('__label__NEUTRAL',), array([0.65876722]))"
your mother’s also you phd proceedings thirty recollection have special corruption group very Non-committal qisam,0,"(('__label__NEUTRAL',), array([0.34923652]))"
Sure abdullah zarur dua Will do allah nidus To do flame have jazakallah,1,"(('__label__POSITIVE',), array([0.57179618]))"
love eat back guys are speechless the way eat guys showered love streak mean much,2,"(('__label__POSITIVE',), array([0.70389092]))"
Modi also kry support tension lyny other deny tea workings great words Flute Council fall,1,"(('__label__NEUTRAL',), array([0.47092053]))"
take care bibi allah nidus more stupidity will tolerated now bismillah amitbhai underway,0,"(('__label__POSITIVE',), array([0.56216657]))"
stone into your brother tonight man hes doing well for himself slow thirty family moving oklahoma can eat bel,0,"(('__label__NEUTRAL',), array([0.47002879]))"
public sortie mark have courtly vowel boforswale also some Overthrow other Can,0,"(('__label__NEGATIVE',), array([0.67765439]))"
hello can eat mod strain music app there mod for ios,0,"(('__label__NEUTRAL',), array([0.74926192]))"
congratulation for thirty award love eat much hame laugh kerne for,2,"(('__label__POSITIVE',), array([0.8206206]))"
for log jab jab wash poetry adjacent Passing by thay snout band Kerr leta tired poor,1,"(('__label__NEGATIVE',), array([0.69163358]))"
wrong please explain zeenews hindi adorer the also hers family belongs story tired slow bonfire also,2,"(('__label__NEUTRAL',), array([0.48636666]))"
have from all super Modi have from all but Modi,1,"(('__label__POSITIVE',), array([0.71490502]))"
what Surfraz ahmed performance also reason pakistan losing streak slow eat so back back accursed,1,"(('__label__NEUTRAL',), array([0.57975632]))"
congratulations sir proud eat you livelong frame have you watercraft unexpended home minister turn,2,"(('__label__POSITIVE',), array([0.92804813]))"
then status the fuck are gonna eat cereal with fucking water,0,"(('__label__NEGATIVE',), array([0.84969306]))"
Modi appeal much logo gas Subsidy Left what Modi appeal des Crorepati parliament,1,"(('__label__NEUTRAL',), array([0.49035859]))"
Companionship recreation you legislator suit very bad election your next legislator,0,"(('__label__NEGATIVE',), array([0.42667788]))"
super hilarious but true reality those Nura Basterd family Ghoommustafa stale,1,"(('__label__POSITIVE',), array([0.43726361]))"
dwivedi oh spike your Eyes band thirty vine have sister’s twitter check tax,1,"(('__label__NEGATIVE',), array([0.47144783]))"
this wanting in main any other can hither stick in have govt employees traders,2,"(('__label__NEGATIVE',), array([0.49553043]))"
applicable yang dinyanyikan concomitant soundcheck wembley concert green so reprisal best mic drop fake love Messiah your,2,"(('__label__POSITIVE',), array([0.54082245]))"
poet also wit I ayah tho party band Will go thinking eat hare other second eat winning hold,1,"(('__label__NEUTRAL',), array([0.41050622]))"
good morning cute set happy sunday annaaaa,1,"(('__label__POSITIVE',), array([0.72235739]))"
storm gaga video song Bhojpuri new song remix,1,"(('__label__NEUTRAL',), array([0.65376955]))"
moonstruck have what have dear,1,"(('__label__NEGATIVE',), array([0.7911486]))"
underway sri ram oarsman stale you horn staple minister bank the blessing underway sri ram,1,"(('__label__POSITIVE',), array([0.70218456]))"
their time Will thirty song occupation generally inspired streak very own unfaltering,0,"(('__label__POSITIVE',), array([0.65847516]))"
Arjun Reddy occupation good but today within man dard other donkey Look occupation,2,"(('__label__NEUTRAL',), array([0.47475368]))"
nice leaf big fan marri hindi cub Will come,2,"(('__label__POSITIVE',), array([0.45518786]))"
Motive slaughter and loot hotel have late horn trifling brother and nephew and Concerned broker criminal,0,"(('__label__NEGATIVE',), array([0.56120795]))"
precinct spire have how can eat the same wrong again make the account live,0,"(('__label__NEUTRAL',), array([0.65027934]))"
love eat anthem,2,"(('__label__POSITIVE',), array([0.96358085]))"
bannu police Dommel hudood spectacle police contradistinction police ehlkar unfaltering Including Litigation matloob moeen muslim mara gia,1,"(('__label__NEUTRAL',), array([0.40504554]))"
Janitor sneak aggravation spire sunneme aayahe Rahul dapli twelve and slumber strain devoid,0,"(('__label__NEGATIVE',), array([0.51486611]))"
tera father darrpok mat lyric faggot product some Honor Your for,0,"(('__label__NEGATIVE',), array([0.91459137]))"
omnibus who more idiot Your thinking also other sakti someone clothes judge do shame eat sir,0,"(('__label__NEUTRAL',), array([0.48979244]))"
whole lota love led zep gate going every time,2,"(('__label__POSITIVE',), array([0.7552768]))"
your signal thank eat for visiting your fancafe little thing sacking brings great happiness your fans have,2,"(('__label__POSITIVE',), array([0.79110092]))"
BJP Hail tired and Will remain election also BJP Will win eat them improved,2,"(('__label__NEGATIVE',), array([0.4929741]))"
england how world cup,2,"(('__label__NEUTRAL',), array([0.46090555]))"
Hhhhh fuck someone salig lucas doh established injury time,1,"(('__label__NEUTRAL',), array([0.43813521]))"
sacrificed lot for thirty happy just normal lad from liverpool dream signal come true,1,"(('__label__NEUTRAL',), array([0.51509094]))"
good afternoon sir here the colony madhavaram town kukatpally hyd type the school opening sixth june pls note sir,1,"(('__label__NEUTRAL',), array([0.58725357]))"
looking Downcast the wretched tweets about Peke batting Downcast then tum log unfailing are such Peke team lion,1,"(('__label__NEGATIVE',), array([0.51162332]))"
sneak drug bolkay funding Will take read will eat and drug australia Tue. streak four din Indus main,0,"(('__label__NEGATIVE',), array([0.42465591]))"
eat are brave the,2,"(('__label__NEUTRAL',), array([0.5078916]))"
monday marketing eid wom swell hua then skti role Martyr sir,2,"(('__label__POSITIVE',), array([0.50251836]))"
have use ram omnibus and this log lyric hindu terrorist other can saffron,0,"(('__label__NEGATIVE',), array([0.77783358]))"
stinking institute Manimajra Chandigarh best place for learning free computer courses under pmkvy stellar minister facility,1,"(('__label__POSITIVE',), array([0.50759131]))"
fuck off penally other thii sport,0,"(('__label__NEGATIVE',), array([0.75267375]))"
Sure sri actually bar air musket mari I,0,"(('__label__NEUTRAL',), array([0.55116266]))"
well years BJP government thirty yesterday uncork Gives,1,"(('__label__NEUTRAL',), array([0.49449724]))"
you words ever abusive other have,1,"(('__label__NEUTRAL',), array([0.59617913]))"
underway sri ram jay hanuman underway sri krishna underway sri ram how jaws tier Will do harem,1,"(('__label__POSITIVE',), array([0.45994082]))"
ha abe have other hers number plate lol precinct have game theft,1,"(('__label__NEGATIVE',), array([0.62080449]))"
liberty liberty flame ticket power have hindustan semi-dick conversancy gandhi freedom speech story conversancy,0,"(('__label__NEGATIVE',), array([0.53311229]))"
tum log Non-paid iqtadar up chuky hither sneak,1,"(('__label__NEGATIVE',), array([0.89383566]))"
wish similar relationship fir accompaniment also ban I comedy world your Will go,2,"(('__label__NEUTRAL',), array([0.3778348]))"
your Status you this trailer visualise the permission other Gives watch the new trailer video from article,1,"(('__label__NEUTRAL',), array([0.54726034]))"
sun ghee your faadunga vowel vowel have someone muslim your mei Entered the,0,"(('__label__NEGATIVE',), array([0.76978248]))"
gandhi people Other than party president eat other Are made its unerring answer Gave,1,"(('__label__NEUTRAL',), array([0.48738834]))"
good hrs overtake my youngness speed my naked the risky boy,1,"(('__label__POSITIVE',), array([0.64633936]))"
hope will come soon wish good for your healthe lov sir one day look cycle,2,"(('__label__POSITIVE',), array([0.85247278]))"
you khan market gang target took have your iss statement after,1,"(('__label__NEUTRAL',), array([0.47893968]))"
for sale owner split level home great neighborhood all appliances deck acre property low,2,"(('__label__POSITIVE',), array([0.46820131]))"
brother sob mortal hello bonfire somoy mortal change wing nymph you many wise dance tax,1,"(('__label__POSITIVE',), array([0.51281697]))"
sahib jab other thay tanqeed do thay this married team other have sub relo katto exist,0,"(('__label__NEGATIVE',), array([0.5841341]))"
muslim gar mother Born hone muslim Be made have straightforward muslim other qura,1,"(('__label__NEGATIVE',), array([0.44262952]))"
congress government any joke what their government also and bolt also Hours I also any words,2,"(('__label__NEUTRAL',), array([0.51509625]))"
zulu skywalker great choice,1,"(('__label__POSITIVE',), array([0.6828478]))"
my words other stylus our congress love up-market fat optic band done tyranny To suffer bird,0,"(('__label__NEUTRAL',), array([0.53751582]))"
how fucker log have temple actually semi-dick also other have but unemployment rate by temple recollection night have,1,"(('__label__NEGATIVE',), array([0.77777022]))"
fall garrywalia brother my bharat mahan bharat underway and mum,1,"(('__label__POSITIVE',), array([0.69725746]))"
price hike hone public any problem other spire india total problem solve understand,1,"(('__label__NEUTRAL',), array([0.70072061]))"
some recollection ayah,1,"(('__label__NEUTRAL',), array([0.50921988]))"
tall civil within toe you pass ortho treatment also other have,0,"(('__label__NEGATIVE',), array([0.46604836]))"
being blocked your children din I,1,"(('__label__NEGATIVE',), array([0.41544572]))"
fucker acquisition where Kerr ayah have jab Look allegation Does Lasts have for self,0,"(('__label__NEGATIVE',), array([0.78370708]))"
one more thing think before eat talk becoz tenants have pay rent and you sub,1,"(('__label__NEUTRAL',), array([0.51629061]))"
thank eat for the acknowledgement nakakatuwa bow lnk,2,"(('__label__POSITIVE',), array([0.68784195]))"
filters Sitam some iss tax have wit other power visage smile have filter selection,2,"(('__label__NEGATIVE',), array([0.6395027]))"
status eat want hindi for uneducated people nice having conversation with eat bro,1,"(('__label__NEUTRAL',), array([0.38756871]))"
video love affair with life sade,2,"(('__label__POSITIVE',), array([0.69691491]))"
sobrang advantage ring separated siguro this ako both mga bata how hello karamihan kanila ang weight weight,1,"(('__label__NEUTRAL',), array([0.56366444]))"
words within any question other have Hyderabad other so many muslim boy lake have threat,0,"(('__label__NEUTRAL',), array([0.53569883]))"
eid mubarak hadiya trabaho vlogs,1,"(('__label__POSITIVE',), array([0.81873667]))"
agar hindu mind rig done tho Judgment Will try please support the demand for declaring india,0,"(('__label__NEUTRAL',), array([0.59410399]))"
love see the happiness old face the so merriment each dae,2,"(('__label__POSITIVE',), array([0.85144401]))"
tum Alone other listen subscription See have lot ppl watches shout,1,"(('__label__NEGATIVE',), array([0.43946847]))"
Honorable Mr. Modi rollicking focal Minister heart bharat representative feasible par Hearty Good luck,2,"(('__label__POSITIVE',), array([0.58849555]))"
survive exam wise other hua Everyone fake representation whoremaster Gave and everyone admit card Gone hope,0,"(('__label__NEGATIVE',), array([0.50227964]))"
And weep band tax who any other hone flame today public Brainy wad agar public Wisdom,1,"(('__label__NEUTRAL',), array([0.60828477]))"
but dear window why state hold have,1,"(('__label__POSITIVE',), array([0.42922693]))"
qaqi acquisition cup louse classic young nexplay hahaha uncle solidmb,1,"(('__label__NEUTRAL',), array([0.50765669]))"
amazing detail tesla mri the brain for all eat neuro geeks out there,1,"(('__label__POSITIVE',), array([0.48440883]))"
ouhh pleasesuch bullshit statement perfect thirty ministry just example meritocracy,1,"(('__label__NEUTRAL',), array([0.42436895]))"
underway hind sir sir hame sir you sureness sir you state system applicable Can,2,"(('__label__POSITIVE',), array([0.75602287]))"
us state natural hero manniy Hearty greeting your you more mother signal,2,"(('__label__POSITIVE',), array([0.87076122]))"
then also govt iss years pay spending million waiter Gave stale waqaton All spending,1,"(('__label__NEUTRAL',), array([0.47097695]))"
other matter other tired hither seat available other,1,"(('__label__NEGATIVE',), array([0.62281048]))"
you personnel Selfless have but you many bade selfish personnel party for,0,"(('__label__NEUTRAL',), array([0.45150384]))"
election from all bari particularity yahi hold winning the same Whosoever Mr. Modi boy but question other Pick up,1,"(('__label__NEUTRAL',), array([0.49499214]))"
tum vote our experience Giving Listen mother vote our experience both,1,"(('__label__NEUTRAL',), array([0.37220269]))"
mole member what donkey have yesterday publish sikh bad conversancy dole Spy pelwa,0,"(('__label__NEGATIVE',), array([0.6341033]))"
slip books scrh apple lnk stethoscope miss ako char ahahaha ggood luck college ingat alwaysssss,2,"(('__label__NEUTRAL',), array([0.47474042]))"
seamus sage woo lnk happy endings always good,2,"(('__label__POSITIVE',), array([0.875539]))"
man Little Crocodile Little bad lehaz turn fantasm hers optic fuck wash roab turn fantasm ticker palm,2,"(('__label__NEGATIVE',), array([0.47310343]))"
hahaha look who saying thirty you family each govt segmentation hold generation fishing have phi,1,"(('__label__NEUTRAL',), array([0.48067397]))"
oooyyee sun tune story,1,"(('__label__NEUTRAL',), array([0.51557493]))"
akatowari carbonada menos shit mis hijos les gusta Iran in jajajajajaja,1,"(('__label__NEUTRAL',), array([0.51303887]))"
you speedily wholeness want do exist sir eat are great india,2,"(('__label__POSITIVE',), array([0.73076993]))"
Modi iss state Take out Status have exhaust,0,"(('__label__NEGATIVE',), array([0.40227169]))"
late transport swell wish eat all the best your ahead thinking fir baa,2,"(('__label__POSITIVE',), array([0.83072633]))"
status reply ticker up tax Gave our happy,2,"(('__label__POSITIVE',), array([0.51904982]))"
captain very merriment bonfire mine koumi Identification life gar karty bonfire lebass mei malboos,2,"(('__label__NEUTRAL',), array([0.4615683]))"
hahahahahahahah slaughter how follow actually nakog followers relationship sorry jelai hahahahahahahahahahahhahahahahah labyu zel,1,"(('__label__NEUTRAL',), array([0.68828672]))"
rahulgandhi have wrongfulness congress pussy manner streak have Pappu score tum log,0,"(('__label__NEGATIVE',), array([0.80994111]))"
Kaviraj Poltics I the fuck Kejrival Disinterested Do it his August election ladiye,1,"(('__label__NEGATIVE',), array([0.70243573]))"
working photo branch have armistice accompaniment,1,"(('__label__NEUTRAL',), array([0.40651959]))"
hope for the best bata kayo para magligawan crush crush muna hahahahahaha Love bothhhh,1,"(('__label__NEUTRAL',), array([0.56297678]))"
nigger then you log freedom prayer are the due tipple have due take sarfaraz our,1,"(('__label__NEUTRAL',), array([0.57232755]))"
admittedly app time you comment doing hun Your transmission Bhatt sensible have app Bhatt cute,2,"(('__label__POSITIVE',), array([0.47437453]))"
rural Friends devil sniffle score mother deactivate doing mother mat commission him,0,"(('__label__NEGATIVE',), array([0.48632538]))"
woods size such cute song,2,"(('__label__POSITIVE',), array([0.89443207]))"
are eat fucker status saying something sacking shameful,0,"(('__label__NEGATIVE',), array([0.94732898]))"
thirty video made day moving Adam kiliiar have,1,"(('__label__NEUTRAL',), array([0.50075883]))"
why even listed to don,1,"(('__label__NEGATIVE',), array([0.70617753]))"
sir congress rule within surgical strike secretive thidefence timber also other address in and pakistan also other,1,"(('__label__NEUTRAL',), array([0.5170086]))"
livelong livelong meme material have The boy days for birthday,1,"(('__label__POSITIVE',), array([0.76317436]))"
opposition Paris iss sympathy mother sup kiu have sarko then fight kiu other tax devoid,1,"(('__label__NEUTRAL',), array([0.57022768]))"
damn sure this opposition Friends Actions have elected government notorious score for,0,"(('__label__NEGATIVE',), array([0.50251335]))"
manniy Narendra Modi party winning Hearty Good luck,2,"(('__label__POSITIVE',), array([0.79844922]))"
special rescue team setup horn insan title shah torment,2,"(('__label__NEUTRAL',), array([0.48642489]))"
thirty not new bonfire aas adjacent sister kidnap bastion tired Inlogo saw the,0,"(('__label__NEUTRAL',), array([0.47313964]))"
Gautama you very ache unwashed total insan have mother you like also very Does par you through,2,"(('__label__NEUTRAL',), array([0.41435248]))"
Narendra modee great world leader happy second you Preminister radhakrushna ranpise national president all,2,"(('__label__POSITIVE',), array([0.74826467]))"
lion not your true bestie eat guys exchange screenshots saying takings what Write,1,"(('__label__POSITIVE',), array([0.45956984]))"
good goddess I throw please your moccasin chatne,0,"(('__label__POSITIVE',), array([0.48176616]))"
air workings side effect,1,"(('__label__NEUTRAL',), array([0.39613953]))"
acrobatic tax winning have you also luck try Do it and compete with friends,1,"(('__label__POSITIVE',), array([0.45122039]))"
omg can just say winning net are just love put auntie favorite slow such fucker pie laddoo,2,"(('__label__POSITIVE',), array([0.58164239]))"
congressi gismo pipe are the inch bluff Look what state Gone seats also other mill,0,"(('__label__NEUTRAL',), array([0.47831544]))"
shame orang stimulation lesson top lyric feel applicable dengar lirik dia meremang guys sacking moment account finally,1,"(('__label__NEUTRAL',), array([0.52702445]))"
Sure other appreciate To do lyric Can have,1,"(('__label__NEUTRAL',), array([0.48423868]))"
mum banerjee Will regret them through hone flame hindu Anti terorist Litigants backup and hindu acculturation of,2,"(('__label__NEGATIVE',), array([0.53326845]))"
world some ache log hotey exist yon burey log also hotey exist some logo their ship Mehfooz,1,"(('__label__NEGATIVE',), array([0.61649317]))"
aww lion looks happy heart,2,"(('__label__POSITIVE',), array([0.88189751]))"
home minister ban bad the game amit shah Awe pakistan,1,"(('__label__NEGATIVE',), array([0.5071432]))"
sir love eat but want see your child film Dabangg within streak what part bodygua,1,"(('__label__NEUTRAL',), array([0.50735259]))"
Dehradun have Uttarakhand how thinking leke Agye saudi arebia,1,"(('__label__NEGATIVE',), array([0.36460474]))"
thank eat for such awesome interview thank eat lnk lnk,1,"(('__label__POSITIVE',), array([0.95633978]))"
sir all the best duty all DevilsDevilsSecurity drohis lootersbreakers india anti india anti muslim,0,"(('__label__POSITIVE',), array([0.59433407]))"
donkey have agar you data consumption current any issue have then kindly their number Do it,1,"(('__label__NEUTRAL',), array([0.54814446]))"
peaceforchange any action their police mar yarn lye reh Gone,0,"(('__label__NEGATIVE',), array([0.4241893]))"
so playfellow but any Can i other transactional friendship damn think just Cam with something,2,"(('__label__NEUTRAL',), array([0.68362331]))"
asked the cast some streak question answer slow have truly answer all streak questions like true streak,2,"(('__label__NEUTRAL',), array([0.52629483]))"
smack tired have nothing great honestly occupation really excited during the first then petered out,0,"(('__label__NEUTRAL',), array([0.51129633]))"
can,2,"(('__label__NEUTRAL',), array([0.66904831]))"
dunno why cops not arresting such people,1,"(('__label__NEGATIVE',), array([0.52839905]))"
today political man and principle trip Kerr state ass mahhol Insert sortie tax devoid have each,0,"(('__label__NEUTRAL',), array([0.42081705]))"
,1,"(('__label__NEUTRAL',), array([0.91641396]))"
mam for logo state rich Need have your pass much conversancy also have I vine have you des,2,"(('__label__NEUTRAL',), array([0.45637789]))"
Rahul gandhi and their congress Modi abuse done Say exist my love have the on logo,1,"(('__label__NEUTRAL',), array([0.46763808]))"
happy weekend rectangle up stay unfailingly,0,"(('__label__POSITIVE',), array([0.71651733]))"
fine hum ticker Had temperance fine the oscar nominated movie,2,"(('__label__NEUTRAL',), array([0.59212863]))"
today your paper main news abusive have Ambedkar town BJP other winning coalition winning we have,0,"(('__label__NEUTRAL',), array([0.4503811]))"
please report kill iss faggot agar account delete other hua then twitter wield fuck otherwise,0,"(('__label__NEGATIVE',), array([0.61669767]))"
put into words how much love thirty man one signal ever deserved anything more,1,"(('__label__POSITIVE',), array([0.49913543]))"
many many merry nappy exist you,2,"(('__label__POSITIVE',), array([0.8530249]))"
Friends title vote prayer for BJP Friends truth sub opposite conversancy self helicopter self,0,"(('__label__NEUTRAL',), array([0.47895542]))"
wkwkwk urn similar anjinganjing inside-out trending inside-out gak happy birthday University wish eat long life,1,"(('__label__POSITIVE',), array([0.59848255]))"
think about sleep apnea lot your brain basically like wake dummy eat can,1,"(('__label__NEUTRAL',), array([0.51945257]))"
what words madam someone bole but its leavening you tentacle abominable bug thing burnol,1,"(('__label__NEGATIVE',), array([0.54200804]))"
ese bar jogi state home minister Will be made state for many wise Will happen state within bad,1,"(('__label__POSITIVE',), array([0.60764492]))"
part life miss thirty,2,"(('__label__POSITIVE',), array([0.55631727]))"
terrorist leli umuntu WAN engatshelwanga eat gotta love zulu people,2,"(('__label__NEGATIVE',), array([0.44783068]))"
today world cup the match eng and midway toy breed hold have my satwa world cup have slit for india,1,"(('__label__POSITIVE',), array([0.43537658]))"
brother fuck and bata rajneeti fuck flame tired agar tera malik Rahul harta Amethi,1,"(('__label__NEGATIVE',), array([0.83894366]))"
