tweet,actual,predicted
acquire your views slow also upon times may feel better now hypocrate,0,"(('__label__NEUTRAL',), array([0.60247606]))"
many many greeting underway hind underway jawan underway tiller azaade hind Manish Military the blood sudor,2,"(('__label__POSITIVE',), array([0.99888951]))"
precinct have girl moonstruck have moonstruck significance have mentally disturbed Ranchi agra,0,"(('__label__NEGATIVE',), array([0.97476614]))"
bus sympathy team Will win Because Anushka slow dry dual god bless all,2,"(('__label__POSITIVE',), array([0.99970114]))"
watch exciting episode its sir muslim khan special with thirty,1,"(('__label__POSITIVE',), array([0.7800594]))"
this mercy young pokemon have,1,"(('__label__NEGATIVE',), array([0.48629102]))"
abe dog gross muslim wow Your nidus cake travelling doing have Your within dam have then,0,"(('__label__NEGATIVE',), array([0.96914291]))"
not happy with appointments far all see men getting appointed status about women women ain,0,"(('__label__POSITIVE',), array([0.51945978]))"
Good india pakistan beech cricket world cup match but visualise much fun,1,"(('__label__NEUTRAL',), array([0.99534374]))"
loru horn tera bap brt Career par cost hold have your mother’s Feed sell have father gand,0,"(('__label__NEGATIVE',), array([0.98971713]))"
means straight stinking girl best couple,2,"(('__label__POSITIVE',), array([0.69427609]))"
Tobacco par Warning scripted spire have this workings cancer donkey have but government eyes band score,0,"(('__label__NEUTRAL',), array([0.95778054]))"
the only thing sacking want life see eat happy slow always smile love eat the moon slow back cuz,2,"(('__label__POSITIVE',), array([0.993604]))"
account this sub on me rely tax are have fahad abb then transport industry on you rely Will do beta streak boy making,0,"(('__label__POSITIVE',), array([0.47628075]))"
grab copy critically acclaimed best seller history the deep state ebook format,2,"(('__label__NEUTRAL',), array([0.60599625]))"
handsome hunk anthem Messiah allah keen fantastic mind blowing awesome anthem,2,"(('__label__POSITIVE',), array([0.99754298]))"
bin Your bin Your bin Your any Kharish The winds within bin Your please bring them back together,1,"(('__label__NEUTRAL',), array([0.98856419]))"
Narendra Modi greeting else resident and us lake informal rich din other ban hold have,1,"(('__label__POSITIVE',), array([0.96911156]))"
thinking hold times hers birthday par gift plastic ticker therefrom farm also Will remain and broken also other,0,"(('__label__NEUTRAL',), array([0.90590078]))"
congress finding took have anchor agar vestige Go To indulge wale dog for amish sad,0,"(('__label__NEGATIVE',), array([0.91981846]))"
time main okay tired pubg acrobatic the,1,"(('__label__NEUTRAL',), array([0.96116477]))"
livelong family terrorist have and self Itchy dog dog plz mother commission Your insult To do,2,"(('__label__NEGATIVE',), array([0.98551399]))"
jab then Ramji trail By falling Will ask other Will find other lyric baba tool K tax for main their K other,0,"(('__label__NEUTRAL',), array([0.95838881]))"
Sampi award best variety show busted best idol actor sehun best soundtrack live playfellow best couple kyungsoo,0,"(('__label__POSITIVE',), array([0.82235122]))"
many many Good luck hope eat scale new heights near future,0,"(('__label__POSITIVE',), array([0.92351067]))"
rubika Ages within you rich younger hun par big fan yours ever luck fantasm,1,"(('__label__POSITIVE',), array([0.78947151]))"
streak song Jis adnan sami mujahid part play Kenya tired adnan sami song recollection rush,1,"(('__label__NEUTRAL',), array([0.98826319]))"
election And victory public congress vote what tired,1,"(('__label__NEGATIVE',), array([0.65290219]))"
eat awesome much love slow hope see apsa,2,"(('__label__POSITIVE',), array([0.99976259]))"
brother sri Narendra Modi you sympathy Many Many greeting you temple section game commission,1,"(('__label__POSITIVE',), array([0.97193074]))"
oye have nikey consternation bang chaper have Your moo main sun other informal somewhere abey,2,"(('__label__NEGATIVE',), array([0.85708529]))"
reminds famous dialogue welcome movie saudi arabia billion what tera father fuck conversancy tired your mother’s,0,"(('__label__NEGATIVE',), array([0.85669702]))"
us state daughter-in-law aboard public The need who padhegionly for good job good salary india worth tired,0,"(('__label__POSITIVE',), array([0.49748063]))"
BJP wale bunglow theft we strain Broken wale uncork tired To everyone children din I,2,"(('__label__NEGATIVE',), array([0.99460661]))"
eat get ram chanting underway sri ram ram wit work,0,"(('__label__NEUTRAL',), array([0.87395954]))"
government what some other tax sakti us Sent other Will come tum thinking also other Can,0,"(('__label__NEUTRAL',), array([0.39803797]))"
love gone gal,2,"(('__label__POSITIVE',), array([0.55302554]))"
who The rumor Spread computer baba silent supporter the and,1,"(('__label__NEUTRAL',), array([0.94857115]))"
khusra pakistan maraud To do Friends fever Does qoom abrasive disdain,0,"(('__label__NEGATIVE',), array([0.94054395]))"
really have take boat get home out here damn just want sleep,1,"(('__label__NEUTRAL',), array([0.88775623]))"
thank eat june thank eat for all the great news now ahead slow the best june ever,2,"(('__label__POSITIVE',), array([0.99444783]))"
saving one life saves humanity blood donors fori adult hay may wed night Bet pyhly may for Bipas,2,"(('__label__POSITIVE',), array([0.91120929]))"
respected Modi you bar fir new india want snap for you Hearty Good luck,2,"(('__label__POSITIVE',), array([0.50929737]))"
manniy Narendra Modi withdrawnness bar established lane infinity Best wishes hope world year then,2,"(('__label__POSITIVE',), array([0.87953216]))"
ggggg Sure my characteristics plant dyna shake after bura many,1,"(('__label__NEUTRAL',), array([0.99843824]))"
other leave may Because agar congress at bharat acquire have inka congress President turn Must have,1,"(('__label__NEUTRAL',), array([0.79599422]))"
hope suit sir yours conversancy marvelous,1,"(('__label__POSITIVE',), array([0.90438634]))"
acid publish sekhly tertiary breed fail,1,"(('__label__NEGATIVE',), array([0.99748051]))"
dear standard don insult Modi thirty wrong data what kami Rakhi have They you Palne of fantasy Please Keep,1,"(('__label__NEUTRAL',), array([0.84198314]))"
lentil lentil lafafa leta main app tweets Beat my words other sun pakistan,0,"(('__label__NEUTRAL',), array([0.88908958]))"
cute sweet lovely pretty beauty queen hope din us for merriment,2,"(('__label__POSITIVE',), array([0.99975067]))"
south africa bowling india accompaniment Will run what,1,"(('__label__NEGATIVE',), array([0.53505731]))"
sir you throw ketchup their election Modi jig ram brother sky sat,1,"(('__label__POSITIVE',), array([0.82062912]))"
underway sri ram parents are big fan yours since because puff,1,"(('__label__POSITIVE',), array([0.98037195]))"
live urdu delivered the head ahmadiyya muslim community India Mirza lentil ahmad,1,"(('__label__NEUTRAL',), array([0.88637817]))"
sir world cup middle order batting To do chance abut time yours experience and feeling what tired,1,"(('__label__NEUTRAL',), array([0.95427364]))"
you sir gandhi people par who lyric and BJP mother what people other have their for who other lyric what,1,"(('__label__NEGATIVE',), array([0.57461572]))"
mind them dear but eat fine fall,1,"(('__label__NEUTRAL',), array([0.80186123]))"
your mother’s also you phd proceedings thirty recollection have special corruption group very Non-committal qisam,0,"(('__label__POSITIVE',), array([0.49352631]))"
Sure abdullah zarur dua Will do allah nidus To do flame have jazakallah,1,"(('__label__NEUTRAL',), array([0.61064464]))"
love eat back guys are speechless the way eat guys showered love streak mean much,2,"(('__label__POSITIVE',), array([0.99912983]))"
Modi also kry support tension lyny other deny tea workings great words Flute Council fall,1,"(('__label__NEUTRAL',), array([0.87272048]))"
take care bibi allah nidus more stupidity will tolerated now bismillah amitbhai underway,0,"(('__label__POSITIVE',), array([0.83510804]))"
stone into your brother tonight man hes doing well for himself slow thirty family moving oklahoma can eat bel,0,"(('__label__NEUTRAL',), array([0.93905538]))"
public sortie mark have courtly vowel boforswale also some Overthrow other Can,0,"(('__label__NEGATIVE',), array([0.96006674]))"
hello can eat mod strain music app there mod for ios,0,"(('__label__NEUTRAL',), array([0.99782574]))"
congratulation for thirty award love eat much hame laugh kerne for,2,"(('__label__POSITIVE',), array([0.90612924]))"
for log jab jab wash poetry adjacent Passing by thay snout band Kerr leta tired poor,1,"(('__label__NEGATIVE',), array([0.73866588]))"
wrong please explain zeenews hindi adorer the also hers family belongs story tired slow bonfire also,2,"(('__label__NEGATIVE',), array([0.69592625]))"
have from all super Modi have from all but Modi,1,"(('__label__POSITIVE',), array([0.8023563]))"
what Surfraz ahmed performance also reason pakistan losing streak slow eat so back back accursed,1,"(('__label__NEUTRAL',), array([0.58898997]))"
congratulations sir proud eat you livelong frame have you watercraft unexpended home minister turn,2,"(('__label__POSITIVE',), array([0.99872947]))"
then status the fuck are gonna eat cereal with fucking water,0,"(('__label__NEGATIVE',), array([0.99378866]))"
Modi appeal much logo gas Subsidy Left what Modi appeal des Crorepati parliament,1,"(('__label__NEUTRAL',), array([0.94235075]))"
Companionship recreation you legislator suit very bad election your next legislator,0,"(('__label__NEGATIVE',), array([0.50612211]))"
super hilarious but true reality those Nura Basterd family Ghoommustafa stale,1,"(('__label__POSITIVE',), array([0.68439603]))"
dwivedi oh spike your Eyes band thirty vine have sister’s twitter check tax,1,"(('__label__NEUTRAL',), array([0.98933566]))"
this wanting in main any other can hither stick in have govt employees traders,2,"(('__label__NEGATIVE',), array([0.75074571]))"
applicable yang dinyanyikan concomitant soundcheck wembley concert green so reprisal best mic drop fake love Messiah your,2,"(('__label__POSITIVE',), array([0.68760419]))"
poet also wit I ayah tho party band Will go thinking eat hare other second eat winning hold,1,"(('__label__POSITIVE',), array([0.62848806]))"
good morning cute set happy sunday annaaaa,1,"(('__label__POSITIVE',), array([0.99820262]))"
storm gaga video song Bhojpuri new song remix,1,"(('__label__NEUTRAL',), array([0.99949419]))"
moonstruck have what have dear,1,"(('__label__NEGATIVE',), array([0.98649269]))"
underway sri ram oarsman stale you horn staple minister bank the blessing underway sri ram,1,"(('__label__POSITIVE',), array([0.94718874]))"
their time Will thirty song occupation generally inspired streak very own unfaltering,0,"(('__label__POSITIVE',), array([0.68398798]))"
Arjun Reddy occupation good but today within man dard other donkey Look occupation,2,"(('__label__POSITIVE',), array([0.88114089]))"
nice leaf big fan marri hindi cub Will come,2,"(('__label__POSITIVE',), array([0.96212739]))"
Motive slaughter and loot hotel have late horn trifling brother and nephew and Concerned broker criminal,0,"(('__label__NEGATIVE',), array([0.51396447]))"
precinct spire have how can eat the same wrong again make the account live,0,"(('__label__NEUTRAL',), array([0.98834503]))"
love eat anthem,2,"(('__label__POSITIVE',), array([1.00000978]))"
bannu police Dommel hudood spectacle police contradistinction police ehlkar unfaltering Including Litigation matloob moeen muslim mara gia,1,"(('__label__NEGATIVE',), array([0.75984311]))"
Janitor sneak aggravation spire sunneme aayahe Rahul dapli twelve and slumber strain devoid,0,"(('__label__NEGATIVE',), array([0.97022659]))"
tera father darrpok mat lyric faggot product some Honor Your for,0,"(('__label__NEGATIVE',), array([0.99872231]))"
omnibus who more idiot Your thinking also other sakti someone clothes judge do shame eat sir,0,"(('__label__NEUTRAL',), array([0.52400059]))"
whole lota love led zep gate going every time,2,"(('__label__POSITIVE',), array([0.99886131]))"
your signal thank eat for visiting your fancafe little thing sacking brings great happiness your fans have,2,"(('__label__POSITIVE',), array([0.99287099]))"
BJP Hail tired and Will remain election also BJP Will win eat them improved,2,"(('__label__POSITIVE',), array([0.65190828]))"
england how world cup,2,"(('__label__NEUTRAL',), array([0.99948651]))"
Hhhhh fuck someone salig lucas doh established injury time,1,"(('__label__NEUTRAL',), array([0.85307485]))"
sacrificed lot for thirty happy just normal lad from liverpool dream signal come true,1,"(('__label__POSITIVE',), array([0.87799203]))"
good afternoon sir here the colony madhavaram town kukatpally hyd type the school opening sixth june pls note sir,1,"(('__label__NEUTRAL',), array([0.99690557]))"
looking Downcast the wretched tweets about Peke batting Downcast then tum log unfailing are such Peke team lion,1,"(('__label__NEGATIVE',), array([0.95548642]))"
sneak drug bolkay funding Will take read will eat and drug australia Tue. streak four din Indus main,0,"(('__label__NEGATIVE',), array([0.96825206]))"
eat are brave the,2,"(('__label__POSITIVE',), array([0.95450461]))"
monday marketing eid wom swell hua then skti role Martyr sir,2,"(('__label__POSITIVE',), array([0.64933884]))"
have use ram omnibus and this log lyric hindu terrorist other can saffron,0,"(('__label__NEGATIVE',), array([0.91397953]))"
stinking institute Manimajra Chandigarh best place for learning free computer courses under pmkvy stellar minister facility,1,"(('__label__NEUTRAL',), array([0.84825695]))"
fuck off penally other thii sport,0,"(('__label__NEGATIVE',), array([0.99479675]))"
Sure sri actually bar air musket mari I,0,"(('__label__NEGATIVE',), array([0.55792159]))"
well years BJP government thirty yesterday uncork Gives,1,"(('__label__NEGATIVE',), array([0.57558495]))"
you words ever abusive other have,1,"(('__label__NEUTRAL',), array([0.99572265]))"
underway sri ram jay hanuman underway sri krishna underway sri ram how jaws tier Will do harem,1,"(('__label__NEGATIVE',), array([0.50489813]))"
ha abe have other hers number plate lol precinct have game theft,1,"(('__label__NEGATIVE',), array([0.83059472]))"
liberty liberty flame ticket power have hindustan semi-dick conversancy gandhi freedom speech story conversancy,0,"(('__label__NEGATIVE',), array([0.69689971]))"
tum log Non-paid iqtadar up chuky hither sneak,1,"(('__label__NEGATIVE',), array([0.99410927]))"
wish similar relationship fir accompaniment also ban I comedy world your Will go,2,"(('__label__NEUTRAL',), array([0.63122553]))"
your Status you this trailer visualise the permission other Gives watch the new trailer video from article,1,"(('__label__NEUTRAL',), array([0.72797078]))"
sun ghee your faadunga vowel vowel have someone muslim your mei Entered the,0,"(('__label__NEGATIVE',), array([0.98220336]))"
gandhi people Other than party president eat other Are made its unerring answer Gave,1,"(('__label__NEGATIVE',), array([0.63836843]))"
good hrs overtake my youngness speed my naked the risky boy,1,"(('__label__POSITIVE',), array([0.99344456]))"
hope will come soon wish good for your healthe lov sir one day look cycle,2,"(('__label__POSITIVE',), array([0.94827467]))"
you khan market gang target took have your iss statement after,1,"(('__label__NEUTRAL',), array([0.97160798]))"
for sale owner split level home great neighborhood all appliances deck acre property low,2,"(('__label__NEGATIVE',), array([0.55316979]))"
brother sob mortal hello bonfire somoy mortal change wing nymph you many wise dance tax,1,"(('__label__POSITIVE',), array([0.88562828]))"
sahib jab other thay tanqeed do thay this married team other have sub relo katto exist,0,"(('__label__NEGATIVE',), array([0.76538318]))"
muslim gar mother Born hone muslim Be made have straightforward muslim other qura,1,"(('__label__POSITIVE',), array([0.9588961]))"
congress government any joke what their government also and bolt also Hours I also any words,2,"(('__label__NEUTRAL',), array([0.7899524]))"
zulu skywalker great choice,1,"(('__label__POSITIVE',), array([0.81341338]))"
my words other stylus our congress love up-market fat optic band done tyranny To suffer bird,0,"(('__label__NEUTRAL',), array([0.80921185]))"
how fucker log have temple actually semi-dick also other have but unemployment rate by temple recollection night have,1,"(('__label__NEGATIVE',), array([0.99844569]))"
fall garrywalia brother my bharat mahan bharat underway and mum,1,"(('__label__NEUTRAL',), array([0.76787627]))"
price hike hone public any problem other spire india total problem solve understand,1,"(('__label__NEUTRAL',), array([0.99980563]))"
some recollection ayah,1,"(('__label__NEUTRAL',), array([0.63579381]))"
tall civil within toe you pass ortho treatment also other have,0,"(('__label__NEUTRAL',), array([0.74239826]))"
being blocked your children din I,1,"(('__label__NEGATIVE',), array([0.59952468]))"
fucker acquisition where Kerr ayah have jab Look allegation Does Lasts have for self,0,"(('__label__NEGATIVE',), array([0.99683863]))"
one more thing think before eat talk becoz tenants have pay rent and you sub,1,"(('__label__NEUTRAL',), array([0.63283896]))"
thank eat for the acknowledgement nakakatuwa bow lnk,2,"(('__label__POSITIVE',), array([0.95864159]))"
filters Sitam some iss tax have wit other power visage smile have filter selection,2,"(('__label__NEUTRAL',), array([0.78801745]))"
status eat want hindi for uneducated people nice having conversation with eat bro,1,"(('__label__POSITIVE',), array([0.81404376]))"
video love affair with life sade,2,"(('__label__POSITIVE',), array([0.7213518]))"
sobrang advantage ring separated siguro this ako both mga bata how hello karamihan kanila ang weight weight,1,"(('__label__NEUTRAL',), array([0.78202754]))"
words within any question other have Hyderabad other so many muslim boy lake have threat,0,"(('__label__NEGATIVE',), array([0.58583033]))"
eid mubarak hadiya trabaho vlogs,1,"(('__label__POSITIVE',), array([0.99338329]))"
agar hindu mind rig done tho Judgment Will try please support the demand for declaring india,0,"(('__label__NEUTRAL',), array([0.9712252]))"
love see the happiness old face the so merriment each dae,2,"(('__label__POSITIVE',), array([0.99571139]))"
tum Alone other listen subscription See have lot ppl watches shout,1,"(('__label__NEGATIVE',), array([0.9560287]))"
Honorable Mr. Modi rollicking focal Minister heart bharat representative feasible par Hearty Good luck,2,"(('__label__NEUTRAL',), array([0.57874006]))"
survive exam wise other hua Everyone fake representation whoremaster Gave and everyone admit card Gone hope,0,"(('__label__NEUTRAL',), array([0.75930327]))"
And weep band tax who any other hone flame today public Brainy wad agar public Wisdom,1,"(('__label__NEGATIVE',), array([0.75237256]))"
but dear window why state hold have,1,"(('__label__POSITIVE',), array([0.64777547]))"
qaqi acquisition cup louse classic young nexplay hahaha uncle solidmb,1,"(('__label__POSITIVE',), array([0.80900002]))"
amazing detail tesla mri the brain for all eat neuro geeks out there,1,"(('__label__NEUTRAL',), array([0.97488791]))"
ouhh pleasesuch bullshit statement perfect thirty ministry just example meritocracy,1,"(('__label__POSITIVE',), array([0.6780045]))"
underway hind sir sir hame sir you sureness sir you state system applicable Can,2,"(('__label__POSITIVE',), array([0.96005243]))"
us state natural hero manniy Hearty greeting your you more mother signal,2,"(('__label__POSITIVE',), array([0.99442023]))"
then also govt iss years pay spending million waiter Gave stale waqaton All spending,1,"(('__label__NEUTRAL',), array([0.99649262]))"
other matter other tired hither seat available other,1,"(('__label__NEGATIVE',), array([0.63427627]))"
you personnel Selfless have but you many bade selfish personnel party for,0,"(('__label__POSITIVE',), array([0.70448691]))"
election from all bari particularity yahi hold winning the same Whosoever Mr. Modi boy but question other Pick up,1,"(('__label__NEUTRAL',), array([0.57873636]))"
tum vote our experience Giving Listen mother vote our experience both,1,"(('__label__NEGATIVE',), array([0.648485]))"
mole member what donkey have yesterday publish sikh bad conversancy dole Spy pelwa,0,"(('__label__NEGATIVE',), array([0.97919488]))"
slip books scrh apple lnk stethoscope miss ako char ahahaha ggood luck college ingat alwaysssss,2,"(('__label__NEUTRAL',), array([0.98854685]))"
seamus sage woo lnk happy endings always good,2,"(('__label__POSITIVE',), array([0.99896872]))"
man Little Crocodile Little bad lehaz turn fantasm hers optic fuck wash roab turn fantasm ticker palm,2,"(('__label__NEUTRAL',), array([0.85221601]))"
hahaha look who saying thirty you family each govt segmentation hold generation fishing have phi,1,"(('__label__NEUTRAL',), array([0.87912291]))"
oooyyee sun tune story,1,"(('__label__NEGATIVE',), array([0.80827022]))"
akatowari carbonada menos shit mis hijos les gusta Iran in jajajajajaja,1,"(('__label__NEGATIVE',), array([0.78846031]))"
you speedily wholeness want do exist sir eat are great india,2,"(('__label__POSITIVE',), array([0.90898663]))"
Modi iss state Take out Status have exhaust,0,"(('__label__NEUTRAL',), array([0.83618975]))"
late transport swell wish eat all the best your ahead thinking fir baa,2,"(('__label__POSITIVE',), array([0.99958366]))"
status reply ticker up tax Gave our happy,2,"(('__label__POSITIVE',), array([0.85181689]))"
captain very merriment bonfire mine koumi Identification life gar karty bonfire lebass mei malboos,2,"(('__label__POSITIVE',), array([0.87798685]))"
hahahahahahahah slaughter how follow actually nakog followers relationship sorry jelai hahahahahahahahahahahhahahahahah labyu zel,1,"(('__label__NEUTRAL',), array([0.97782826]))"
rahulgandhi have wrongfulness congress pussy manner streak have Pappu score tum log,0,"(('__label__NEGATIVE',), array([0.99829328]))"
Kaviraj Poltics I the fuck Kejrival Disinterested Do it his August election ladiye,1,"(('__label__NEGATIVE',), array([0.91854852]))"
working photo branch have armistice accompaniment,1,"(('__label__NEUTRAL',), array([0.93410414]))"
hope for the best bata kayo para magligawan crush crush muna hahahahahaha Love bothhhh,1,"(('__label__POSITIVE',), array([0.5378828]))"
nigger then you log freedom prayer are the due tipple have due take sarfaraz our,1,"(('__label__NEUTRAL',), array([0.9816134]))"
admittedly app time you comment doing hun Your transmission Bhatt sensible have app Bhatt cute,2,"(('__label__NEUTRAL',), array([0.52950835]))"
rural Friends devil sniffle score mother deactivate doing mother mat commission him,0,"(('__label__NEGATIVE',), array([0.50248665]))"
woods size such cute song,2,"(('__label__POSITIVE',), array([0.99977881]))"
are eat fucker status saying something sacking shameful,0,"(('__label__NEGATIVE',), array([0.99942732]))"
thirty video made day moving Adam kiliiar have,1,"(('__label__POSITIVE',), array([0.82927138]))"
why even listed to don,1,"(('__label__NEGATIVE',), array([0.78982484]))"
sir congress rule within surgical strike secretive thidefence timber also other address in and pakistan also other,1,"(('__label__NEUTRAL',), array([0.9486593]))"
livelong livelong meme material have The boy days for birthday,1,"(('__label__POSITIVE',), array([0.51398742]))"
opposition Paris iss sympathy mother sup kiu have sarko then fight kiu other tax devoid,1,"(('__label__NEGATIVE',), array([0.65258592]))"
damn sure this opposition Friends Actions have elected government notorious score for,0,"(('__label__NEGATIVE',), array([0.98965782]))"
manniy Narendra Modi party winning Hearty Good luck,2,"(('__label__NEUTRAL',), array([0.85095406]))"
special rescue team setup horn insan title shah torment,2,"(('__label__NEGATIVE',), array([0.37873286]))"
thirty not new bonfire aas adjacent sister kidnap bastion tired Inlogo saw the,0,"(('__label__NEUTRAL',), array([0.92672753]))"
Gautama you very ache unwashed total insan have mother you like also very Does par you through,2,"(('__label__POSITIVE',), array([0.92606038]))"
Narendra modee great world leader happy second you Preminister radhakrushna ranpise national president all,2,"(('__label__POSITIVE',), array([0.99998617]))"
lion not your true bestie eat guys exchange screenshots saying takings what Write,1,"(('__label__NEUTRAL',), array([0.90590113]))"
good goddess I throw please your moccasin chatne,0,"(('__label__POSITIVE',), array([0.86470926]))"
air workings side effect,1,"(('__label__POSITIVE',), array([0.71288842]))"
acrobatic tax winning have you also luck try Do it and compete with friends,1,"(('__label__NEUTRAL',), array([0.85257]))"
omg can just say winning net are just love put auntie favorite slow such fucker pie laddoo,2,"(('__label__POSITIVE',), array([0.97017658]))"
congressi gismo pipe are the inch bluff Look what state Gone seats also other mill,0,"(('__label__NEUTRAL',), array([0.85977054]))"
shame orang stimulation lesson top lyric feel applicable dengar lirik dia meremang guys sacking moment account finally,1,"(('__label__NEUTRAL',), array([0.54185522]))"
Sure other appreciate To do lyric Can have,1,"(('__label__NEUTRAL',), array([0.82036722]))"
mum banerjee Will regret them through hone flame hindu Anti terorist Litigants backup and hindu acculturation of,2,"(('__label__NEGATIVE',), array([0.70840299]))"
world some ache log hotey exist yon burey log also hotey exist some logo their ship Mehfooz,1,"(('__label__NEGATIVE',), array([0.99262935]))"
aww lion looks happy heart,2,"(('__label__POSITIVE',), array([0.99344265]))"
home minister ban bad the game amit shah Awe pakistan,1,"(('__label__NEGATIVE',), array([0.52530807]))"
sir love eat but want see your child film Dabangg within streak what part bodygua,1,"(('__label__POSITIVE',), array([0.92006767]))"
Dehradun have Uttarakhand how thinking leke Agye saudi arebia,1,"(('__label__POSITIVE',), array([0.60991734]))"
thank eat for such awesome interview thank eat lnk lnk,1,"(('__label__POSITIVE',), array([1.00000703]))"
sir all the best duty all DevilsDevilsSecurity drohis lootersbreakers india anti india anti muslim,0,"(('__label__POSITIVE',), array([0.99890202]))"
donkey have agar you data consumption current any issue have then kindly their number Do it,1,"(('__label__NEUTRAL',), array([0.98072588]))"
peaceforchange any action their police mar yarn lye reh Gone,0,"(('__label__NEGATIVE',), array([0.99260724]))"
so playfellow but any Can i other transactional friendship damn think just Cam with something,2,"(('__label__NEUTRAL',), array([0.96273345]))"
asked the cast some streak question answer slow have truly answer all streak questions like true streak,2,"(('__label__POSITIVE',), array([0.66551441]))"
smack tired have nothing great honestly occupation really excited during the first then petered out,0,"(('__label__NEUTRAL',), array([0.81821537]))"
can,2,"(('__label__POSITIVE',), array([0.63826078]))"
dunno why cops not arresting such people,1,"(('__label__NEGATIVE',), array([0.98339218]))"
today political man and principle trip Kerr state ass mahhol Insert sortie tax devoid have each,0,"(('__label__NEGATIVE',), array([0.52378649]))"
,1,"(('__label__NEUTRAL',), array([0.81240737]))"
mam for logo state rich Need have your pass much conversancy also have I vine have you des,2,"(('__label__NEUTRAL',), array([0.92112732]))"
Rahul gandhi and their congress Modi abuse done Say exist my love have the on logo,1,"(('__label__NEGATIVE',), array([0.77556765]))"
happy weekend rectangle up stay unfailingly,0,"(('__label__POSITIVE',), array([1.0000093]))"
fine hum ticker Had temperance fine the oscar nominated movie,2,"(('__label__NEUTRAL',), array([0.93558401]))"
today your paper main news abusive have Ambedkar town BJP other winning coalition winning we have,0,"(('__label__NEUTRAL',), array([0.68379164]))"
please report kill iss faggot agar account delete other hua then twitter wield fuck otherwise,0,"(('__label__NEGATIVE',), array([0.9602384]))"
put into words how much love thirty man one signal ever deserved anything more,1,"(('__label__POSITIVE',), array([0.89067841]))"
many many merry nappy exist you,2,"(('__label__POSITIVE',), array([0.9672668]))"
Friends title vote prayer for BJP Friends truth sub opposite conversancy self helicopter self,0,"(('__label__NEUTRAL',), array([0.56232131]))"
wkwkwk urn similar anjinganjing inside-out trending inside-out gak happy birthday University wish eat long life,1,"(('__label__POSITIVE',), array([0.96457529]))"
think about sleep apnea lot your brain basically like wake dummy eat can,1,"(('__label__NEUTRAL',), array([0.9812187]))"
what words madam someone bole but its leavening you tentacle abominable bug thing burnol,1,"(('__label__NEGATIVE',), array([0.96248186]))"
ese bar jogi state home minister Will be made state for many wise Will happen state within bad,1,"(('__label__POSITIVE',), array([0.91421461]))"
part life miss thirty,2,"(('__label__NEUTRAL',), array([0.9816379]))"
terrorist leli umuntu WAN engatshelwanga eat gotta love zulu people,2,"(('__label__POSITIVE',), array([0.95375353]))"
today world cup the match eng and midway toy breed hold have my satwa world cup have slit for india,1,"(('__label__NEUTRAL',), array([0.62264144]))"
brother fuck and bata rajneeti fuck flame tired agar tera malik Rahul harta Amethi,1,"(('__label__NEGATIVE',), array([0.97285944]))"
